Altersgruppe,Bildungsgruppe,Gender,Frequency,Freq_ges,Percent,LowerCL,UpperCL,Bundesland,Standard,Variable,BundeslandId
Gesamt,Gesamt,Männer,320,692,46.859,41.55,52.239,Hessen,0,GZmehm3C,6
Gesamt,Gesamt,Männer,416,876,46.949,41.974,51.986,Niedersachsen,1,GZmehm3C,3
Gesamt,Gesamt,Männer,416,876,47.571,42.691,52.498,Niedersachsen,0,GZmehm3C,3
Gesamt,Gesamt,Männer,456,852,49.327,43.998,54.67,Saarland,1,GZmehm3C,10
Gesamt,Gesamt,Männer,456,852,50.944,45.952,55.918,Saarland,0,GZmehm3C,10
Gesamt,Gesamt,Männer,476,915,47.287,42.189,52.442,Berlin,0,GZmehm3C,11
Gesamt,Gesamt,Männer,476,915,48.637,43.59,53.713,Berlin,1,GZmehm3C,11
Gesamt,Gesamt,Männer,548,1233,43.776,39.952,47.676,Baden-Württemberg,0,GZmehm3C,8
Gesamt,Gesamt,Männer,548,1233,43.848,39.975,47.797,Baden-Württemberg,1,GZmehm3C,8
Gesamt,Gesamt,Männer,595,1391,42.395,38.764,46.111,Bayern,0,GZmehm3C,9
Gesamt,Gesamt,Männer,595,1391,42.421,38.737,46.192,Bayern,1,GZmehm3C,9
Gesamt,Gesamt,Männer,947,1990,44.602,41.33,47.921,Nordrhein-Westfalen,1,GZmehm3C,5
Gesamt,Gesamt,Männer,947,1990,45.489,42.237,48.78,Nordrhein-Westfalen,0,GZmehm3C,5
Gesamt,Gesamt,Männer,5096,10662,46.354,44.909,47.805,Deutschland,0,GZmehm3C,0
Gesamt,Obere,Männer,2974,6369,40.365,38.695,42.059,Deutschland,1,GZmehm3C,0
Gesamt,Obere,Männer,2974,6369,42.334,40.782,43.901,Deutschland,0,GZmehm3C,0
Gesamt,Mittlere,Männer,1883,3786,47.878,45.807,49.956,Deutschland,1,GZmehm3C,0
Gesamt,Mittlere,Männer,1883,3786,48.006,45.965,50.053,Deutschland,0,GZmehm3C,0
Gesamt,Untere,Männer,230,474,49.111,43.794,54.447,Deutschland,0,GZmehm3C,0
Gesamt,Untere,Männer,230,474,52.669,47.207,58.068,Deutschland,1,GZmehm3C,0
18 - 29 Jahre,Gesamt,Frauen,772,900,83.024,79.382,86.134,Deutschland,0,IAarzt14B_k,0
18 - 29 Jahre,Gesamt,Gesamt,1706,2099,79.023,76.524,81.321,Deutschland,0,IAarzt14B_k,0
18 - 29 Jahre,Gesamt,Männer,926,1186,75.589,72.039,78.82,Deutschland,0,IAarzt14B_k,0
30 - 44 Jahre,Gesamt,Frauen,1727,1892,90.159,87.897,92.037,Deutschland,0,IAarzt14B_k,0
30 - 44 Jahre,Gesamt,Gesamt,3253,3762,84.009,82.097,85.752,Deutschland,0,IAarzt14B_k,0
30 - 44 Jahre,Gesamt,Männer,1518,1860,77.973,74.905,80.763,Deutschland,0,IAarzt14B_k,0
45 - 64 Jahre,Gesamt,Frauen,4415,4832,89.272,87.718,90.65,Deutschland,0,IAarzt14B_k,0
45 - 64 Jahre,Gesamt,Gesamt,7880,8979,84.355,83.041,85.585,Deutschland,0,IAarzt14B_k,0
45 - 64 Jahre,Gesamt,Männer,3449,4129,79.428,77.3,81.404,Deutschland,0,IAarzt14B_k,0
65 - 79 Jahre,Gesamt,Frauen,2908,3300,85.194,83.014,87.137,Deutschland,0,IAarzt14B_k,0
65 - 79 Jahre,Gesamt,Gesamt,5235,6045,83.217,81.497,84.807,Deutschland,0,IAarzt14B_k,0
65 - 79 Jahre,Gesamt,Männer,2318,2734,81.061,78.298,83.546,Deutschland,0,IAarzt14B_k,0
80 + Jahre,Gesamt,Frauen,794,1023,69.03,64.023,73.627,Deutschland,0,IAarzt14B_k,0
80 + Jahre,Gesamt,Gesamt,1418,1804,71.477,67.853,74.844,Deutschland,0,IAarzt14B_k,0
80 + Jahre,Gesamt,Männer,615,771,75.069,69.953,79.569,Deutschland,0,IAarzt14B_k,0
Gesamt,Gesamt,Frauen,73,86,80.849,63.074,91.255,Bremen,0,IAarzt14B_k,4
Gesamt,Gesamt,Frauen,73,86,87.656,78.202,93.358,Bremen,1,IAarzt14B_k,4
Gesamt,Gesamt,Frauen,212,232,89.2,82.226,93.649,Mecklenburg-Vorpommern,0,IAarzt14B_k,13
Gesamt,Gesamt,Frauen,212,232,90.443,83.672,94.588,Mecklenburg-Vorpommern,1,IAarzt14B_k,13
Gesamt,Gesamt,Frauen,239,268,82.957,73.718,89.415,Thüringen,0,IAarzt14B_k,16
Gesamt,Gesamt,Frauen,239,268,85.602,77.85,90.956,Thüringen,1,IAarzt14B_k,16
Gesamt,Gesamt,Frauen,248,273,88.308,81.636,92.771,Sachsen-Anhalt,0,IAarzt14B_k,15
Gesamt,Gesamt,Frauen,248,273,88.559,81.582,93.116,Sachsen-Anhalt,1,IAarzt14B_k,15
Gesamt,Gesamt,Frauen,331,366,84.897,76.979,90.43,Hamburg,0,IAarzt14B_k,2
Gesamt,Gesamt,Frauen,331,366,85.439,78.011,90.658,Hamburg,1,IAarzt14B_k,2
Gesamt,Gesamt,Frauen,368,405,88.661,81.954,93.085,Schleswig-Holstein,0,IAarzt14B_k,1
Gesamt,Gesamt,Frauen,368,405,90.362,84.071,94.336,Schleswig-Holstein,1,IAarzt14B_k,1
Gesamt,Gesamt,Frauen,393,431,87.701,81.773,91.892,Brandenburg,0,IAarzt14B_k,12
Gesamt,Gesamt,Frauen,393,431,88.529,83.024,92.412,Brandenburg,1,IAarzt14B_k,12
Gesamt,Gesamt,Frauen,426,497,81.706,75.567,86.577,Rheinland-Pfalz,0,IAarzt14B_k,7
Gesamt,Gesamt,Frauen,426,497,82.621,76.484,87.42,Rheinland-Pfalz,1,IAarzt14B_k,7
Gesamt,Gesamt,Frauen,442,473,88.763,82.167,93.123,Sachsen,1,IAarzt14B_k,14
Gesamt,Gesamt,Frauen,442,473,89.329,83.636,93.202,Sachsen,0,IAarzt14B_k,14
Gesamt,Gesamt,Frauen,642,733,84.257,79.795,87.883,Hessen,0,IAarzt14B_k,6
Gesamt,Gesamt,Frauen,642,733,84.791,80.357,88.369,Hessen,1,IAarzt14B_k,6
Gesamt,Gesamt,Frauen,831,923,86.225,82.284,89.402,Niedersachsen,0,IAarzt14B_k,3
Gesamt,Gesamt,Frauen,831,923,86.854,82.963,89.964,Niedersachsen,1,IAarzt14B_k,3
Gesamt,Gesamt,Frauen,956,1111,80.647,76.42,84.271,Saarland,0,IAarzt14B_k,10
Gesamt,Gesamt,Frauen,956,1111,82.156,77.402,86.09,Saarland,1,IAarzt14B_k,10
Gesamt,Gesamt,Frauen,1014,1148,86.286,82.677,89.241,Berlin,0,IAarzt14B_k,11
Gesamt,Gesamt,Frauen,1014,1148,86.482,83.007,89.338,Berlin,1,IAarzt14B_k,11
Gesamt,Gesamt,Frauen,1148,1295,86.98,84.178,89.349,Baden-Württemberg,0,IAarzt14B_k,8
Gesamt,Gesamt,Frauen,1148,1295,87.287,84.499,89.634,Baden-Württemberg,1,IAarzt14B_k,8
Gesamt,Gesamt,Frauen,1419,1588,86.719,83.814,89.169,Bayern,0,IAarzt14B_k,9
Gesamt,Gesamt,Frauen,1419,1588,87.101,84.325,89.446,Bayern,1,IAarzt14B_k,9
Gesamt,Gesamt,Frauen,1860,2100,84.504,81.779,86.887,Nordrhein-Westfalen,0,IAarzt14B_k,5
Gesamt,Gesamt,Frauen,1860,2100,85.797,83.16,88.081,Nordrhein-Westfalen,1,IAarzt14B_k,5
Gesamt,Gesamt,Frauen,10616,11947,85.825,84.73,86.854,Deutschland,0,IAarzt14B_k,0
Gesamt,Obere,Frauen,4765,5220,91.397,90.357,92.334,Deutschland,1,IAarzt14B_k,0
Gesamt,Obere,Frauen,4765,5220,91.718,90.706,92.628,Deutschland,0,IAarzt14B_k,0
Gesamt,Mittlere,Frauen,5169,5848,87.146,85.86,88.33,Deutschland,0,IAarzt14B_k,0
Gesamt,Mittlere,Frauen,5169,5848,87.247,85.901,88.481,Deutschland,1,IAarzt14B_k,0
Gesamt,Untere,Frauen,659,852,76.565,72.919,79.857,Deutschland,0,IAarzt14B_k,0
Gesamt,Untere,Frauen,659,852,79.329,75.321,82.834,Deutschland,1,IAarzt14B_k,0
Gesamt,Gesamt,Gesamt,150,180,80.972,68.469,89.292,Bremen,0,IAarzt14B_k,4
Gesamt,Gesamt,Gesamt,150,180,84.066,77.219,89.144,Bremen,1,IAarzt14B_k,4
Gesamt,Gesamt,Gesamt,376,420,81.66,74.168,87.349,Mecklenburg-Vorpommern,0,IAarzt14B_k,13
Gesamt,Gesamt,Gesamt,376,420,84.062,77.793,88.816,Mecklenburg-Vorpommern,1,IAarzt14B_k,13
Gesamt,Gesamt,Gesamt,446,510,82.182,75.846,87.138,Thüringen,0,IAarzt14B_k,16
Gesamt,Gesamt,Gesamt,446,510,84.505,79.174,88.666,Thüringen,1,IAarzt14B_k,16
Gesamt,Gesamt,Gesamt,483,541,86.508,81.649,90.234,Sachsen-Anhalt,0,IAarzt14B_k,15
Gesamt,Gesamt,Gesamt,483,541,87.007,82.158,90.688,Sachsen-Anhalt,1,IAarzt14B_k,15
Gesamt,Gesamt,Gesamt,554,641,82.734,77.586,86.899,Hamburg,0,IAarzt14B_k,2
Gesamt,Gesamt,Gesamt,554,641,83.346,78.599,87.212,Hamburg,1,IAarzt14B_k,2
Gesamt,Gesamt,Gesamt,645,738,82.091,76.914,86.314,Schleswig-Holstein,0,IAarzt14B_k,1
Gesamt,Gesamt,Gesamt,645,738,82.726,77.611,86.871,Schleswig-Holstein,1,IAarzt14B_k,1
Gesamt,Gesamt,Gesamt,728,812,87.327,83.433,90.411,Brandenburg,0,IAarzt14B_k,12
Gesamt,Gesamt,Gesamt,728,812,87.708,83.891,90.721,Brandenburg,1,IAarzt14B_k,12
Gesamt,Gesamt,Gesamt,793,962,79.167,74.791,82.956,Rheinland-Pfalz,0,IAarzt14B_k,7
Gesamt,Gesamt,Gesamt,793,962,79.603,75.16,83.426,Rheinland-Pfalz,1,IAarzt14B_k,7
Gesamt,Gesamt,Gesamt,844,937,87.058,83.232,90.115,Sachsen,1,IAarzt14B_k,14
Gesamt,Gesamt,Gesamt,844,937,87.437,83.902,90.286,Sachsen,0,IAarzt14B_k,14
Gesamt,Gesamt,Gesamt,1188,1428,78.144,74.618,81.304,Hessen,0,IAarzt14B_k,6
Gesamt,Gesamt,Gesamt,1188,1428,78.411,74.885,81.563,Hessen,1,IAarzt14B_k,6
Gesamt,Gesamt,Gesamt,1566,1801,82.418,79.421,85.062,Niedersachsen,0,IAarzt14B_k,3
Gesamt,Gesamt,Gesamt,1566,1801,82.495,79.409,85.204,Niedersachsen,1,IAarzt14B_k,3
Gesamt,Gesamt,Gesamt,1631,1969,78.878,75.918,81.563,Saarland,0,IAarzt14B_k,10
Gesamt,Gesamt,Gesamt,1631,1969,79.55,76.31,82.449,Saarland,1,IAarzt14B_k,10
Gesamt,Gesamt,Gesamt,1782,2077,82.065,79.234,84.585,Berlin,1,IAarzt14B_k,11
Gesamt,Gesamt,Gesamt,1782,2077,82.13,79.165,84.754,Berlin,0,IAarzt14B_k,11
Gesamt,Gesamt,Gesamt,2194,2540,83.246,80.945,85.321,Baden-Württemberg,0,IAarzt14B_k,8
Gesamt,Gesamt,Gesamt,2194,2540,83.247,80.903,85.356,Baden-Württemberg,1,IAarzt14B_k,8
Gesamt,Gesamt,Gesamt,2583,2990,83.132,80.952,85.108,Bayern,0,IAarzt14B_k,9
Gesamt,Gesamt,Gesamt,2583,2990,83.286,81.129,85.242,Bayern,1,IAarzt14B_k,9
Gesamt,Gesamt,Gesamt,3496,4101,80.65,78.619,82.531,Nordrhein-Westfalen,0,IAarzt14B_k,5
Gesamt,Gesamt,Gesamt,3496,4101,81.213,79.177,83.093,Nordrhein-Westfalen,1,IAarzt14B_k,5
Gesamt,Gesamt,Gesamt,19492,22689,82.172,81.322,82.991,Deutschland,0,IAarzt14B_k,0
Gesamt,Obere,Gesamt,10213,11632,87.003,86.152,87.809,Deutschland,0,IAarzt14B_k,0
Gesamt,Obere,Gesamt,10213,11632,87.146,86.248,87.995,Deutschland,1,IAarzt14B_k,0
Gesamt,Mittlere,Gesamt,8202,9661,82.126,80.972,83.225,Deutschland,1,IAarzt14B_k,0
Gesamt,Mittlere,Gesamt,8202,9661,82.27,81.157,83.332,Deutschland,0,IAarzt14B_k,0
Gesamt,Untere,Gesamt,1025,1334,75.043,72.074,77.794,Deutschland,0,IAarzt14B_k,0
Gesamt,Untere,Gesamt,1025,1334,76.168,72.931,79.128,Deutschland,1,IAarzt14B_k,0
Gesamt,Gesamt,Männer,77,94,81.07,70.622,88.413,Bremen,1,IAarzt14B_k,4
Gesamt,Gesamt,Männer,77,94,81.1,61.211,92.106,Bremen,0,IAarzt14B_k,4
Gesamt,Gesamt,Männer,163,185,77.158,64.694,86.163,Mecklenburg-Vorpommern,0,IAarzt14B_k,13
Gesamt,Gesamt,Männer,163,185,80.542,70.423,87.8,Mecklenburg-Vorpommern,1,IAarzt14B_k,13
Gesamt,Gesamt,Männer,206,240,83.06,73.996,89.417,Thüringen,0,IAarzt14B_k,16
Gesamt,Gesamt,Männer,206,240,84.775,77.151,90.179,Thüringen,1,IAarzt14B_k,16
Gesamt,Gesamt,Männer,221,272,80.228,72.788,86.024,Hamburg,0,IAarzt14B_k,2
Gesamt,Gesamt,Männer,221,272,80.871,74.124,86.186,Hamburg,1,IAarzt14B_k,2
Gesamt,Gesamt,Männer,233,266,84.498,76.683,90.034,Sachsen-Anhalt,0,IAarzt14B_k,15
Gesamt,Gesamt,Männer,233,266,85.331,77.801,90.615,Sachsen-Anhalt,1,IAarzt14B_k,15
Gesamt,Gesamt,Männer,276,332,75.031,66.872,81.73,Schleswig-Holstein,1,IAarzt14B_k,1
Gesamt,Gesamt,Männer,276,332,75.096,66.822,81.866,Schleswig-Holstein,0,IAarzt14B_k,1
Gesamt,Gesamt,Männer,335,380,87.564,82.064,91.552,Brandenburg,0,IAarzt14B_k,12
Gesamt,Gesamt,Männer,335,380,87.662,82.038,91.704,Brandenburg,1,IAarzt14B_k,12
Gesamt,Gesamt,Männer,365,463,76.075,69.437,81.653,Rheinland-Pfalz,0,IAarzt14B_k,7
Gesamt,Gesamt,Männer,365,463,76.238,69.452,81.909,Rheinland-Pfalz,1,IAarzt14B_k,7
Gesamt,Gesamt,Männer,399,461,85.292,80.404,89.126,Sachsen,1,IAarzt14B_k,14
Gesamt,Gesamt,Männer,399,461,85.424,80.551,89.238,Sachsen,0,IAarzt14B_k,14
Gesamt,Gesamt,Männer,543,692,71.539,66.003,76.495,Hessen,0,IAarzt14B_k,6
Gesamt,Gesamt,Männer,543,692,71.78,66.276,76.701,Hessen,1,IAarzt14B_k,6
Gesamt,Gesamt,Männer,672,854,77.044,72.393,81.115,Saarland,1,IAarzt14B_k,10
Gesamt,Gesamt,Männer,672,854,77.107,72.772,80.933,Saarland,0,IAarzt14B_k,10
Gesamt,Gesamt,Männer,735,878,78.147,73.255,82.359,Niedersachsen,1,IAarzt14B_k,3
Gesamt,Gesamt,Männer,735,878,78.44,73.741,82.498,Niedersachsen,0,IAarzt14B_k,3
Gesamt,Gesamt,Männer,758,918,77.52,72.902,81.55,Berlin,1,IAarzt14B_k,11
Gesamt,Gesamt,Männer,758,918,77.612,72.708,81.855,Berlin,0,IAarzt14B_k,11
Gesamt,Gesamt,Männer,1039,1238,79.009,75.196,82.373,Baden-Württemberg,1,IAarzt14B_k,8
Gesamt,Gesamt,Männer,1039,1238,79.214,75.48,82.511,Baden-Württemberg,0,IAarzt14B_k,8
Gesamt,Gesamt,Männer,1156,1391,79.432,76.058,82.441,Bayern,0,IAarzt14B_k,9
Gesamt,Gesamt,Männer,1156,1391,79.472,76.081,82.493,Bayern,1,IAarzt14B_k,9
Gesamt,Gesamt,Männer,1629,1992,76.568,73.464,79.41,Nordrhein-Westfalen,0,IAarzt14B_k,5
Gesamt,Gesamt,Männer,1629,1992,76.657,73.51,79.534,Nordrhein-Westfalen,1,IAarzt14B_k,5
Gesamt,Gesamt,Männer,8826,10680,78.41,77.096,79.669,Deutschland,0,IAarzt14B_k,0
Gesamt,Obere,Männer,5425,6384,82.969,81.516,84.331,Deutschland,1,IAarzt14B_k,0
Gesamt,Obere,Männer,5425,6384,83.602,82.334,84.796,Deutschland,0,IAarzt14B_k,0
Gesamt,Mittlere,Männer,3014,3790,77.025,75.173,78.777,Deutschland,0,IAarzt14B_k,0
Gesamt,Mittlere,Männer,3014,3790,77.05,75.179,78.819,Deutschland,1,IAarzt14B_k,0
Gesamt,Untere,Männer,360,473,72.642,67.404,77.321,Deutschland,0,IAarzt14B_k,0
Gesamt,Untere,Männer,360,473,72.875,67.644,77.541,Deutschland,1,IAarzt14B_k,0
18 - 29 Jahre,Gesamt,Frauen,715,899,79.604,76.057,82.745,Deutschland,0,IAarzt1B_k,0
18 - 29 Jahre,Gesamt,Gesamt,1603,2094,77.884,75.514,80.086,Deutschland,0,IAarzt1B_k,0
18 - 29 Jahre,Gesamt,Männer,879,1182,76.353,73.057,79.359,Deutschland,0,IAarzt1B_k,0
30 - 44 Jahre,Gesamt,Frauen,1524,1894,80.562,77.952,82.931,Deutschland,0,IAarzt1B_k,0
30 - 44 Jahre,Gesamt,Gesamt,2884,3766,76.197,74.179,78.104,Deutschland,0,IAarzt1B_k,0
30 - 44 Jahre,Gesamt,Männer,1353,1862,71.961,68.873,74.856,Deutschland,0,IAarzt1B_k,0
45 - 64 Jahre,Gesamt,Frauen,4082,4830,85.338,83.837,86.722,Deutschland,0,IAarzt1B_k,0
45 - 64 Jahre,Gesamt,Gesamt,7411,8976,82.833,81.629,83.973,Deutschland,0,IAarzt1B_k,0
45 - 64 Jahre,Gesamt,Männer,3314,4128,80.361,78.452,82.14,Deutschland,0,IAarzt1B_k,0
65 - 79 Jahre,Gesamt,Frauen,2906,3299,88.452,86.713,89.99,Deutschland,0,IAarzt1B_k,0
65 - 79 Jahre,Gesamt,Gesamt,5288,6043,87.601,86.15,88.92,Deutschland,0,IAarzt1B_k,0
65 - 79 Jahre,Gesamt,Männer,2374,2733,86.734,84.251,88.876,Deutschland,0,IAarzt1B_k,0
80 + Jahre,Gesamt,Frauen,909,1023,87.56,83.786,90.554,Deutschland,0,IAarzt1B_k,0
80 + Jahre,Gesamt,Gesamt,1616,1802,88.982,86.277,91.208,Deutschland,0,IAarzt1B_k,0
80 + Jahre,Gesamt,Männer,699,770,91.144,86.994,94.06,Deutschland,0,IAarzt1B_k,0
Gesamt,Gesamt,Frauen,74,86,72.199,51.63,86.336,Bremen,0,IAarzt1B_k,4
Gesamt,Gesamt,Frauen,74,86,82.42,70.624,90.14,Bremen,1,IAarzt1B_k,4
Gesamt,Gesamt,Frauen,201,234,78.905,68.989,86.282,Mecklenburg-Vorpommern,1,IAarzt1B_k,13
Gesamt,Gesamt,Frauen,201,234,83.609,75.688,89.314,Mecklenburg-Vorpommern,0,IAarzt1B_k,13
Gesamt,Gesamt,Frauen,235,268,83.813,76.029,89.422,Thüringen,1,IAarzt1B_k,16
Gesamt,Gesamt,Frauen,235,268,87.376,81.247,91.707,Thüringen,0,IAarzt1B_k,16
Gesamt,Gesamt,Frauen,238,273,81.613,73.068,87.896,Sachsen-Anhalt,1,IAarzt1B_k,15
Gesamt,Gesamt,Frauen,238,273,82.617,74.414,88.594,Sachsen-Anhalt,0,IAarzt1B_k,15
Gesamt,Gesamt,Frauen,300,366,78.457,70.91,84.474,Hamburg,0,IAarzt1B_k,2
Gesamt,Gesamt,Frauen,300,366,78.675,71.482,84.448,Hamburg,1,IAarzt1B_k,2
Gesamt,Gesamt,Frauen,341,404,83.355,76.312,88.616,Schleswig-Holstein,1,IAarzt1B_k,1
Gesamt,Gesamt,Frauen,341,404,85.513,79.873,89.775,Schleswig-Holstein,0,IAarzt1B_k,1
Gesamt,Gesamt,Frauen,382,432,88.319,83.659,91.781,Brandenburg,1,IAarzt1B_k,12
Gesamt,Gesamt,Frauen,382,432,89.088,84.696,92.334,Brandenburg,0,IAarzt1B_k,12
Gesamt,Gesamt,Frauen,406,473,84.33,78.457,88.83,Sachsen,1,IAarzt1B_k,14
Gesamt,Gesamt,Frauen,406,473,84.45,78.895,88.751,Sachsen,0,IAarzt1B_k,14
Gesamt,Gesamt,Frauen,415,497,83.63,78.17,87.935,Rheinland-Pfalz,1,IAarzt1B_k,7
Gesamt,Gesamt,Frauen,415,497,83.899,78.892,87.9,Rheinland-Pfalz,0,IAarzt1B_k,7
Gesamt,Gesamt,Frauen,617,732,85.186,81.178,88.462,Hessen,0,IAarzt1B_k,6
Gesamt,Gesamt,Frauen,617,732,85.327,81.238,88.65,Hessen,1,IAarzt1B_k,6
Gesamt,Gesamt,Frauen,797,922,87.662,84.683,90.13,Niedersachsen,0,IAarzt1B_k,3
Gesamt,Gesamt,Frauen,797,922,87.751,84.814,90.186,Niedersachsen,1,IAarzt1B_k,3
Gesamt,Gesamt,Frauen,966,1115,86.285,82.832,89.135,Saarland,0,IAarzt1B_k,10
Gesamt,Gesamt,Frauen,966,1115,86.336,82.548,89.407,Saarland,1,IAarzt1B_k,10
Gesamt,Gesamt,Frauen,973,1147,84.129,80.449,87.226,Berlin,0,IAarzt1B_k,11
Gesamt,Gesamt,Frauen,973,1147,84.145,80.507,87.212,Berlin,1,IAarzt1B_k,11
Gesamt,Gesamt,Frauen,1061,1292,81.301,78.01,84.199,Baden-Württemberg,1,IAarzt1B_k,8
Gesamt,Gesamt,Frauen,1061,1292,81.77,78.647,84.526,Baden-Württemberg,0,IAarzt1B_k,8
Gesamt,Gesamt,Frauen,1329,1588,82.668,79.798,85.205,Bayern,1,IAarzt1B_k,9
Gesamt,Gesamt,Frauen,1329,1588,82.818,79.974,85.332,Bayern,0,IAarzt1B_k,9
Gesamt,Gesamt,Frauen,1786,2097,84.282,81.736,86.531,Nordrhein-Westfalen,1,IAarzt1B_k,5
Gesamt,Gesamt,Frauen,1786,2097,84.933,82.564,87.031,Nordrhein-Westfalen,0,IAarzt1B_k,5
Gesamt,Gesamt,Frauen,10136,11945,84.241,83.215,85.216,Deutschland,0,IAarzt1B_k,0
Gesamt,Obere,Frauen,4331,5218,80.879,79.286,82.377,Deutschland,0,IAarzt1B_k,0
Gesamt,Obere,Frauen,4331,5218,81.188,79.548,82.726,Deutschland,1,IAarzt1B_k,0
Gesamt,Mittlere,Frauen,5030,5845,84.259,82.84,85.582,Deutschland,1,IAarzt1B_k,0
Gesamt,Mittlere,Frauen,5030,5845,84.619,83.298,85.854,Deutschland,0,IAarzt1B_k,0
Gesamt,Untere,Frauen,748,854,85.789,82.038,88.863,Deutschland,1,IAarzt1B_k,0
Gesamt,Untere,Frauen,748,854,86.281,83.22,88.858,Deutschland,0,IAarzt1B_k,0
Gesamt,Gesamt,Gesamt,150,180,77.833,65.243,86.786,Bremen,0,IAarzt1B_k,4
Gesamt,Gesamt,Gesamt,150,180,79.938,72.096,86.004,Bremen,1,IAarzt1B_k,4
Gesamt,Gesamt,Gesamt,354,422,77.999,71.393,83.433,Mecklenburg-Vorpommern,1,IAarzt1B_k,13
Gesamt,Gesamt,Gesamt,354,422,80.515,74.006,85.708,Mecklenburg-Vorpommern,0,IAarzt1B_k,13
Gesamt,Gesamt,Gesamt,438,510,82.31,76.749,86.77,Thüringen,1,IAarzt1B_k,16
Gesamt,Gesamt,Gesamt,438,510,84.238,78.87,88.441,Thüringen,0,IAarzt1B_k,16
Gesamt,Gesamt,Gesamt,461,541,79.191,73.286,84.075,Sachsen-Anhalt,1,IAarzt1B_k,15
Gesamt,Gesamt,Gesamt,461,541,81.111,75.643,85.586,Sachsen-Anhalt,0,IAarzt1B_k,15
Gesamt,Gesamt,Gesamt,514,639,78.333,73.493,82.5,Hamburg,1,IAarzt1B_k,2
Gesamt,Gesamt,Gesamt,514,639,78.631,73.564,82.952,Hamburg,0,IAarzt1B_k,2
Gesamt,Gesamt,Gesamt,608,737,78.533,73.434,82.881,Schleswig-Holstein,1,IAarzt1B_k,1
Gesamt,Gesamt,Gesamt,608,737,80.132,75.321,84.201,Schleswig-Holstein,0,IAarzt1B_k,1
Gesamt,Gesamt,Gesamt,681,812,81.922,77.428,85.686,Brandenburg,1,IAarzt1B_k,12
Gesamt,Gesamt,Gesamt,681,812,83.443,79.334,86.87,Brandenburg,0,IAarzt1B_k,12
Gesamt,Gesamt,Gesamt,775,963,80.565,76.54,84.043,Rheinland-Pfalz,1,IAarzt1B_k,7
Gesamt,Gesamt,Gesamt,775,963,80.995,77.206,84.282,Rheinland-Pfalz,0,IAarzt1B_k,7
Gesamt,Gesamt,Gesamt,776,937,80.721,76.486,84.349,Sachsen,1,IAarzt1B_k,14
Gesamt,Gesamt,Gesamt,776,937,81.471,77.534,84.852,Sachsen,0,IAarzt1B_k,14
Gesamt,Gesamt,Gesamt,1189,1428,83.154,79.999,85.899,Hessen,1,IAarzt1B_k,6
Gesamt,Gesamt,Gesamt,1189,1428,83.181,80.079,85.885,Hessen,0,IAarzt1B_k,6
Gesamt,Gesamt,Gesamt,1523,1798,84.981,82.532,87.141,Niedersachsen,1,IAarzt1B_k,3
Gesamt,Gesamt,Gesamt,1523,1798,85.249,82.874,87.345,Niedersachsen,0,IAarzt1B_k,3
Gesamt,Gesamt,Gesamt,1677,1973,83.985,81.132,86.479,Saarland,1,IAarzt1B_k,10
Gesamt,Gesamt,Gesamt,1677,1973,84.377,81.783,86.663,Saarland,0,IAarzt1B_k,10
Gesamt,Gesamt,Gesamt,1697,2076,79.907,76.864,82.639,Berlin,0,IAarzt1B_k,11
Gesamt,Gesamt,Gesamt,1697,2076,80.458,77.558,83.065,Berlin,1,IAarzt1B_k,11
Gesamt,Gesamt,Gesamt,2064,2533,80.024,77.596,82.25,Baden-Württemberg,1,IAarzt1B_k,8
Gesamt,Gesamt,Gesamt,2064,2533,80.343,78.007,82.486,Baden-Württemberg,0,IAarzt1B_k,8
Gesamt,Gesamt,Gesamt,2453,2990,81.262,79.115,83.234,Bayern,1,IAarzt1B_k,9
Gesamt,Gesamt,Gesamt,2453,2990,81.421,79.317,83.356,Bayern,0,IAarzt1B_k,9
Gesamt,Gesamt,Gesamt,3406,4099,81.689,79.764,83.469,Nordrhein-Westfalen,1,IAarzt1B_k,5
Gesamt,Gesamt,Gesamt,3406,4099,82.226,80.381,83.932,Nordrhein-Westfalen,0,IAarzt1B_k,5
Gesamt,Gesamt,Gesamt,18802,22681,81.879,81.083,82.648,Deutschland,0,IAarzt1B_k,0
Gesamt,Obere,Gesamt,9476,11628,79.362,78.322,80.366,Deutschland,0,IAarzt1B_k,0
Gesamt,Obere,Gesamt,9476,11628,79.425,78.316,80.491,Deutschland,1,IAarzt1B_k,0
Gesamt,Mittlere,Gesamt,8124,9655,81.594,80.434,82.699,Deutschland,1,IAarzt1B_k,0
Gesamt,Mittlere,Gesamt,8124,9655,82.047,80.951,83.093,Deutschland,0,IAarzt1B_k,0
Gesamt,Untere,Gesamt,1147,1335,84.836,82.34,87.035,Deutschland,0,IAarzt1B_k,0
Gesamt,Untere,Gesamt,1147,1335,85.027,82.251,87.434,Deutschland,1,IAarzt1B_k,0
Gesamt,Gesamt,Männer,76,94,77.867,66.55,86.153,Bremen,1,IAarzt1B_k,4
Gesamt,Gesamt,Männer,76,94,83.71,71.765,91.219,Bremen,0,IAarzt1B_k,4
Gesamt,Gesamt,Männer,151,185,77.53,66.707,85.594,Mecklenburg-Vorpommern,0,IAarzt1B_k,13
Gesamt,Gesamt,Männer,151,185,77.696,68.207,84.977,Mecklenburg-Vorpommern,1,IAarzt1B_k,13
Gesamt,Gesamt,Männer,202,240,82.132,73.889,88.189,Thüringen,1,IAarzt1B_k,16
